.000000	0.999915	
0.000008	0.997219	
0.000004	0.998056	
0.000114	0.989418	
0.000120	0.989104	
0.597047	0.227362	
0.532797	0.270122	
0.000146	0.987983	
0.916034	0.042946	
0.005588	0.925327	
0.000091	0.990518	
0.003163	0.943835	
0.000589	0.975807	
0.007381	0.914165	
0.389333	0.376091	
0.999999	0.000041	
0.006260	0.920959	
0.003594	0.940129	
0.000358	0.981146	
0.314672	0.439102	
0.006959	0.916656	
0.000020	0.995567	
0.000542	0.976806	
0.010185	0.899154	
1.000000	0.000041	
0.001003	0.968405	
0.000013	0.996466	
0.000464	0.978537	
0.262109	0.488095	
0.999999	0.000041	
0.546008	0.261128	
0.096821	0.688908	
0.000699	0.973647	
0.000787	0.972023	
1.000000	0.000041	
0.000212	0.985536	
0.002206	0.953110	
0.022001	0.851749	
0.002491	0.950174	
0.760327	0.128078	
0.000029	0.994665	
0.186548	0.568152	
1.000000	0.000041	
0.414207	0.356467	
0.000017	0.995954	
0.000001	0.999055	
0.002346	0.951646	
0.000159	0.987469	
0.000492	0.977888	
0.121073	0.652111	
0.000078	0.991265	
0.000339	0.981656	
0.000071	0.991668	
0.000006	0.997553	
0.002879	0.946425	
0.008755	0.906509	
0.000188	0.986360	
0.250624	0.499438	
0.001807	0.957568	
0.662845	0.185895	
0.437995	0.338243	
0.030949	0.824150	
0.016563	0.871380	
0.008070	0.910245	
0.000006	0.997713	
0.002574	0.949341	
0.326876	0.428327	
0.012996	0.886077	
0.010696	0.896653	
0.192420	0.561406	
0.000390	0.980322	
0.093680	0.693998	
0.001588	0.960229	
0.125698	0.645527	
0.001236	0.964925	
0.001183	0.965688	
0.003755	0.938799	
0.000043	0.993544	
0.000281	0.983306	
0.032549	0.819660	
0.048673	0.779452	
1.000000	0.000041	
0.005339	0.927009	
0.001927	0.956185	
0.013637	0.883299	
0.015814	0.874321	
0.001283	0.964259	
0.002662	0.948484	
0.000047	0.993195	
0.033188	0.817899	
0.001998	0.955377	
1.000000	0.000041	
0.002954	0.945731	
0.000041	0.993663	
0.000517	0.977345	
0.005906	0.923226	
0.007712	0.912261	
0.000086	0.990812	
0.004748	0.931174	
0.000721	0.973219	
0.000566	0.976287	
0.000168	0.987126	
1.000000	0.000041	
0.301247	0.451199	
0.002771	0.947442	
0.000136	0.988419	
0.179837	0.575993	
0.696346	0.165574	
0.999999	0.000041	
0.230132	0.520341	
0.000828	0.971313	
0.000000	0.999511	
